user_id,date,region,tenure_days,subscription_tier,login_count,session_duration_minutes,api_calls,feature_usage_score,resource_consumption_mb,cpu_usage_percent,support_tickets_created,login_avg_7d,session_avg_7d,login_trend_7d,engagement_score,inactivity_days,usage_drop_pct,volatility_score,resource_efficiency
user_00020,2025-01-08,EU,418,Enterprise,1,42.6,39,0.05,315.4,18.8,0,0.71,31.41,-1.0,83.6,0,1.31,0.641,0.1237
user_00020,2025-01-09,EU,419,Enterprise,0,13.9,3,0.181,0.0,0.0,0,0.71,28.64,0.0,3.68,1,2.37,0.667,3000.0
user_00020,2025-01-10,EU,420,Enterprise,4,35.1,33,0.21,266.3,28.8,0,1.29,29.64,4.0,71.38,0,1.49,1.197,0.1239
user_00020,2025-01-11,EU,421,Enterprise,1,24.9,19,0.215,168.7,22.3,0,1.29,29.9,0.0,44.72,0,-0.28,1.136,0.1126
user_00020,2025-01-12,EU,422,Enterprise,2,18.2,22,0.136,149.5,11.6,0,1.43,29.47,1.0,40.74,0,-1.91,1.115,0.1472
user_00020,2025-01-13,EU,423,Enterprise,2,27.8,17,0.181,200.6,12.9,0,1.57,27.76,1.0,51.38,0,4.4,1.092,0.0847
user_00020,2025-01-14,EU,424,Enterprise,1,30.9,24,0.151,260.4,22.1,0,1.57,27.63,0.0,65.76,0,7.0,1.051,0.0922
user_00020,2025-01-15,EU,425,Enterprise,2,36.8,36,0.196,296.2,14.8,1,1.71,26.8,1.0,78.0,0,9.59,1.051,0.1215
user_00020,2025-01-16,EU,426,Enterprise,1,24.5,27,0.183,154.0,10.4,0,1.86,28.31,1.0,44.1,0,-1.83,0.994,0.1753
user_00020,2025-01-17,EU,427,Enterprise,0,25.5,25,0.089,188.3,5.0,0,1.29,26.94,-4.0,50.26,1,2.73,0.994,0.1328
user_00020,2025-01-18,EU,428,Enterprise,3,12.5,22,0.05,159.0,2.4,0,1.57,25.17,2.0,41.8,0,3.0,1.089,0.1384
user_00020,2025-01-19,EU,429,Enterprise,2,34.1,27,0.148,221.8,26.5,0,1.57,27.44,0.0,59.88,0,0.13,1.092,0.1217
user_00020,2025-01-20,EU,430,Enterprise,2,29.3,24,0.172,194.7,14.9,0,1.57,27.66,0.0,52.6,0,-3.47,1.089,0.1233
user_00020,2025-01-21,EU,431,Enterprise,1,35.3,33,0.116,279.6,17.6,0,1.57,28.29,0.0,73.18,0,-5.07,1.089,0.118
user_00020,2025-01-22,EU,432,Enterprise,3,30.4,20,0.18,168.4,35.0,0,1.71,27.37,1.0,46.66,0,-1.77,1.139,0.1188
user_00020,2025-01-23,EU,433,Enterprise,1,36.1,41,0.153,296.9,24.6,1,1.71,29.03,0.0,79.2,0,-0.94,1.051,0.1381
user_00020,2025-01-24,EU,434,Enterprise,0,41.6,36,0.222,299.8,1.0,0,1.71,31.33,0.0,79.08,1,-7.11,0.941,0.1201
user_00020,2025-01-25,EU,435,Enterprise,2,27.2,27,0.099,185.2,32.1,1,1.57,33.43,-1.0,51.18,0,-8.57,0.938,0.1458
user_00020,2025-01-26,EU,436,Enterprise,0,22.1,15,0.274,148.9,0.0,0,1.29,31.71,-2.0,38.7,1,-3.62,1.016,0.1007
user_00020,2025-01-27,EU,437,Enterprise,0,40.9,42,0.179,293.4,8.0,0,1.0,33.37,-2.0,79.46,2,-6.56,1.069,0.1431
user_00020,2025-01-28,EU,438,Enterprise,2,28.8,42,0.204,197.0,4.5,0,1.14,32.44,1.0,58.36,0,-3.94,1.082,0.2132
user_00020,2025-01-29,EU,439,Enterprise,2,47.5,41,0.147,314.0,27.0,0,1.0,34.89,-1.0,85.2,0,-12.23,1.082,0.1306
user_00020,2025-01-30,EU,440,Enterprise,3,30.4,39,0.064,333.6,21.1,0,1.29,34.07,2.0,85.4,0,-8.38,1.16,0.1169
user_00020,2025-01-31,EU,441,Enterprise,1,36.0,37,0.099,258.4,16.2,0,1.43,33.27,1.0,70.28,0,-4.02,1.089,0.1432
user_00020,2025-02-01,EU,442,Enterprise,0,30.8,30,0.124,253.6,0.0,0,1.14,33.79,-2.0,65.88,1,-4.49,1.082,0.1183
user_00020,2025-02-02,EU,443,Enterprise,2,20.2,31,0.165,164.7,14.9,0,1.43,33.51,2.0,46.88,0,-7.77,1.082,0.1882
user_00020,2025-02-03,EU,444,Enterprise,3,15.6,20,0.148,120.4,15.4,1,1.86,29.9,3.0,34.1,0,0.15,1.158,0.1661
user_00020,2025-02-04,EU,445,Enterprise,0,13.9,20,0.123,150.7,10.2,0,1.57,27.77,-2.0,38.92,1,0.7,1.216,0.1327
user_00020,2025-02-05,EU,446,Enterprise,0,25.3,16,0.075,132.0,5.3,0,1.29,24.6,-2.0,36.26,2,11.01,1.167,0.1212
user_00020,2025-02-06,EU,447,Enterprise,0,8.3,24,0.11,73.7,6.2,0,0.86,21.44,-3.0,23.6,3,20.35,1.207,0.3256
user_00020,2025-02-07,EU,448,Enterprise,0,40.9,18,0.079,230.5,6.3,0,0.71,22.14,-1.0,59.68,4,21.1,1.207,0.0781
user_00020,2025-02-08,EU,449,Enterprise,0,22.2,11,0.05,142.1,4.0,0,0.71,20.91,0.0,36.16,5,27.37,1.207,0.0774
user_00020,2025-02-09,EU,450,Enterprise,1,17.2,7,0.05,114.1,2.4,0,0.57,20.49,-1.0,28.66,0,31.26,1.177,0.0613
user_00020,2025-02-10,EU,451,Enterprise,1,6.8,10,0.067,54.9,10.8,0,0.29,19.23,-2.0,15.64,0,30.24,1.141,0.1821
user_00020,2025-02-11,EU,452,Enterprise,1,31.9,37,0.112,260.8,6.5,0,0.43,21.8,1.0,69.94,0,22.5,1.109,0.1419
user_00020,2025-02-12,EU,453,Enterprise,0,12.2,2,0.118,92.0,5.1,0,0.43,19.93,0.0,21.44,1,19.37,1.099,0.0217
user_00020,2025-02-13,EU,454,Enterprise,1,8.1,0,0.05,22.3,0.3,0,0.57,19.9,1.0,6.38,0,14.09,0.914,0.0
user_00020,2025-02-14,EU,455,Enterprise,0,24.2,13,0.052,160.2,16.0,0,0.57,17.51,0.0,40.78,1,16.46,0.929,0.0811
user_00020,2025-02-15,EU,456,Enterprise,0,1.3,10,0.05,69.4,4.4,0,0.57,14.53,0.0,17.14,2,15.9,0.929,0.1441
user_00020,2025-02-16,EU,457,Enterprise,2,19.1,17,0.057,123.1,16.8,0,0.71,14.8,1.0,34.14,0,11.22,0.929,0.1381
user_00020,2025-02-17,EU,458,Enterprise,2,9.5,2,0.05,60.5,6.8,0,0.86,15.19,1.0,15.2,0,7.64,0.756,0.0331
user_00020,2025-02-18,EU,459,Enterprise,1,1.0,3,0.05,63.7,6.7,0,0.86,10.77,0.0,14.14,0,28.8,0.745,0.0471
user_00020,2025-02-19,EU,460,Enterprise,2,7.0,11,0.101,89.8,16.3,0,1.14,10.03,2.0,23.26,0,25.63,0.802,0.1225
user_00020,2025-02-20,EU,461,Enterprise,1,18.9,12,0.05,103.2,17.3,0,1.14,11.57,0.0,28.32,0,15.8,0.77,0.1163
user_00020,2025-02-21,EU,462,Enterprise,1,3.3,17,0.05,105.3,8.5,0,1.29,8.59,1.0,27.12,0,15.78,0.73,0.1614
user_00020,2025-02-22,EU,463,Enterprise,1,1.6,0,0.05,81.3,0.0,0,1.43,8.63,1.0,16.88,0,11.4,0.679,0.0
user_00020,2025-02-23,EU,464,Enterprise,0,1.0,9,0.054,13.7,0.4,0,1.14,6.04,-2.0,5.64,1,22.29,0.73,0.6569
user_00020,2025-02-24,EU,465,Enterprise,0,1.5,0,0.05,39.6,6.6,0,0.86,4.9,-2.0,8.22,2,24.78,0.77,0.0
user_00020,2025-02-25,EU,466,Enterprise,0,23.0,10,0.05,151.2,6.0,0,0.71,8.04,-1.0,37.84,3,0.65,0.802,0.0661
user_00020,2025-02-26,EU,467,Enterprise,1,12.1,16,0.069,149.3,19.3,0,0.57,8.77,-1.0,37.38,0,-3.32,0.77,0.1072
user_00020,2025-02-27,EU,468,Enterprise,0,11.7,15,0.118,68.3,8.0,0,0.43,7.74,-1.0,20.5,1,5.94,0.802,0.2196
user_00020,2025-02-28,EU,469,Enterprise,0,8.5,0,0.061,52.9,3.8,0,0.29,8.49,-1.0,12.28,2,6.9,0.802,0.0
user_00020,2025-03-01,EU,470,Enterprise,0,3.9,5,0.131,34.4,0.0,0,0.14,8.81,-1.0,9.16,3,9.67,0.802,0.1453
user_00020,2025-03-02,EU,471,Enterprise,0,1.0,0,0.05,0.0,0.0,0,0.14,8.81,0.0,0.2,4,1.94,0.745,0.0
user_00020,2025-03-03,EU,472,Enterprise,1,1.0,9,0.087,37.1,8.7,0,0.29,8.74,1.0,10.62,0,-1.75,0.646,0.2426
user_00020,2025-03-04,EU,473,Enterprise,2,6.2,3,0.05,28.1,9.0,0,0.57,6.34,2.0,8.36,0,19.85,0.745,0.1068
user_00020,2025-03-05,EU,474,Enterprise,1,6.4,0,0.05,18.3,5.4,0,0.57,5.53,0.0,5.24,0,41.73,0.646,0.0
user_00020,2025-03-06,EU,475,Enterprise,1,4.2,0,0.05,0.0,19.3,0,0.71,4.46,1.0,1.14,0,53.14,0.646,0.0
user_00020,2025-03-07,EU,476,Enterprise,0,2.9,8,0.065,31.7,7.0,0,0.71,3.66,0.0,9.32,1,51.81,0.65,0.2524
user_00020,2025-03-08,EU,477,Enterprise,1,4.6,1,0.05,58.0,0.0,0,0.86,3.76,1.0,13.12,0,46.37,0.65,0.0172
user_00020,2025-03-09,EU,478,Enterprise,0,1.0,12,0.05,25.9,0.0,1,0.86,3.76,0.0,8.98,1,37.73,0.65,0.4633
user_00020,2025-03-10,EU,479,Enterprise,1,3.3,12,0.05,108.5,0.0,0,0.86,4.09,0.0,26.26,0,27.72,0.646,0.1106
user_00020,2025-03-11,EU,480,Enterprise,1,5.1,9,0.05,56.8,0.0,0,0.71,3.93,-1.0,15.38,0,10.71,0.633,0.1584
user_00020,2025-03-12,EU,481,Enterprise,2,16.3,19,0.05,184.6,6.7,0,0.86,5.34,1.0,46.48,0,-29.04,0.726,0.1029
user_00020,2025-03-13,EU,482,Enterprise,0,8.2,9,0.05,40.4,1.1,0,0.71,5.91,-1.0,12.42,1,-47.47,0.726,0.2228
user_00020,2025-03-14,EU,483,Enterprise,0,16.8,11,0.05,158.5,8.6,0,0.71,7.9,0.0,38.36,2,-57.04,0.726,0.0694
user_00020,2025-03-15,EU,484,Enterprise,0,16.8,14,0.05,133.0,14.7,0,0.57,9.64,-1.0,34.16,3,-58.27,0.726,0.1053
user_00020,2025-03-16,EU,485,Enterprise,0,1.0,13,0.05,0.0,3.4,0,0.57,9.64,0.0,4.1,4,-51.46,0.726,13000.0
user_00020,2025-03-17,EU,486,Enterprise,0,1.0,9,0.05,39.7,2.3,0,0.43,9.31,-1.0,10.84,5,-38.14,0.745,0.2267
user_00020,2025-03-18,EU,487,Enterprise,0,10.9,20,0.05,97.7,10.0,0,0.29,10.14,-1.0,27.72,6,-37.33,0.65,0.2047
user_00020,2025-03-19,EU,488,Enterprise,0,11.7,10,0.059,110.0,0.0,0,0.0,9.49,-2.0,27.34,7,-12.43,0.646,0.0909
user_00020,2025-03-20,EU,489,Enterprise,0,1.0,0,0.05,11.8,0.0,1,0.0,8.46,0.0,2.56,8,-4.74,0.633,0.0
user_00020,2025-03-21,EU,490,Enterprise,0,1.3,0,0.073,7.6,0.0,0,0.0,6.24,0.0,1.78,9,19.48,0.633,0.0
user_00020,2025-03-22,EU,491,Enterprise,1,2.5,10,0.05,41.6,3.7,0,0.14,4.2,1.0,12.12,0,35.6,0.633,0.2404
user_00020,2025-03-23,EU,492,Enterprise,1,1.0,14,0.05,47.7,24.5,0,0.29,4.2,1.0,14.24,0,29.43,0.646,0.2935
user_00020,2025-03-24,EU,493,Enterprise,0,18.6,14,0.05,68.3,8.2,0,0.29,6.71,0.0,21.58,1,20.22,0.633,0.205
user_00020,2025-03-25,EU,494,Enterprise,0,15.4,17,0.119,91.4,17.0,0,0.29,7.36,0.0,26.46,2,24.27,0.611,0.186
user_00020,2025-03-26,EU,495,Enterprise,0,1.0,0,0.05,0.0,0.0,0,0.29,5.83,0.0,0.2,3,32.5,0.363,0.0
user_00020,2025-03-27,EU,496,Enterprise,0,10.2,0,0.05,77.4,5.8,0,0.29,7.14,0.0,17.52,4,21.42,0.363,0.0
user_00020,2025-03-28,EU,497,Enterprise,0,1.0,5,0.05,0.8,0.0,1,0.29,7.1,0.0,1.86,5,7.17,0.363,6.2422
user_00020,2025-03-29,EU,498,Enterprise,0,1.0,10,0.05,56.3,4.4,0,0.14,6.89,-1.0,14.46,6,-5.39,0.363,0.1776
user_00020,2025-03-30,EU,499,Enterprise,0,1.0,0,0.052,34.6,18.0,0,0.0,6.89,-1.0,7.12,7,3.98,0.363,0.0
user_00020,2025-03-31,EU,500,Enterprise,2,1.0,8,0.065,21.3,9.2,0,0.29,4.37,2.0,7.46,0,17.68,0.611,0.3756
user_00021,2025-01-01,EU,292,Basic,1,14.4,14,0.296,77.7,12.7,0,1.0,14.4,0.0,22.92,0,0.0,0.0,0.1802
user_00021,2025-01-02,EU,293,Basic,2,30.2,27,0.273,248.0,20.6,0,1.5,22.3,0.0,64.34,0,0.0,0.0,0.1089
user_00021,2025-01-03,EU,294,Basic,1,20.9,26,0.364,156.1,14.5,0,1.33,21.83,0.0,43.5,0,0.0,0.0,0.1666
user_00021,2025-01-04,EU,295,Basic,1,11.2,0,0.314,105.5,2.5,0,1.25,19.17,0.0,23.64,0,0.0,0.0,0.0
user_00021,2025-01-05,EU,296,Basic,1,23.0,10,0.382,144.2,31.7,0,1.2,19.94,0.0,36.74,0,0.0,0.447,0.0693
user_00021,2025-01-06,EU,297,Basic,3,29.6,25,0.281,190.5,23.9,0,1.5,21.55,0.0,52.42,0,0.0,0.837,0.1312
user_00021,2025-01-07,EU,298,Basic,4,30.6,31,0.294,228.5,26.3,1,1.86,22.84,0.0,62.32,0,0.0,1.215,0.1357
user_00021,2025-01-08,EU,299,Basic,2,34.5,36,0.325,275.9,18.4,0,2.0,25.71,1.0,73.48,0,-7.38,1.126,0.1305
user_00021,2025-01-09,EU,300,Basic,2,31.6,27,0.322,234.1,19.0,1,2.0,25.91,0.0,61.84,0,-3.14,1.054,0.1153
user_00021,2025-01-10,EU,301,Basic,2,47.4,36,0.363,282.6,30.9,0,2.14,29.7,1.0,77.4,0,-6.84,0.994,0.1274
user_00021,2025-01-11,EU,302,Basic,1,18.4,10,0.309,145.1,3.1,0,2.14,30.73,0.0,36.0,0,-13.39,0.982,0.0689
user_00021,2025-01-12,EU,303,Basic,2,30.0,12,0.383,173.1,20.9,0,2.29,31.73,1.0,44.82,0,-16.76,0.937,0.0693
user_00021,2025-01-13,EU,304,Basic,4,32.8,29,0.305,200.1,41.4,1,2.43,32.19,1.0,56.48,0,-16.75,1.08,0.1449
user_00021,2025-01-14,EU,305,Basic,0,29.2,31,0.232,262.2,8.0,0,1.86,31.99,-4.0,67.58,1,-15.44,1.167,0.1182
user_00021,2025-01-15,EU,306,Basic,3,16.5,12,0.323,123.6,13.6,0,2.0,29.41,1.0,32.52,0,-2.76,1.177,0.0971
user_00021,2025-01-16,EU,307,Basic,2,20.4,16,0.267,108.0,26.7,0,2.0,27.81,0.0,31.08,0,1.15,1.177,0.1481
user_00021,2025-01-17,EU,308,Basic,2,33.2,45,0.314,229.5,17.4,0,2.0,25.79,0.0,66.64,0,7.29,1.141,0.1961
user_00021,2025-01-18,EU,309,Basic,0,29.5,37,0.177,238.8,2.9,0,1.86,27.37,-1.0,64.76,1,4.75,1.24,0.1549
user_00021,2025-01-19,EU,310,Basic,2,7.0,0,0.121,7.7,6.9,0,1.86,24.09,0.0,3.54,0,11.72,1.207,0.0
user_00021,2025-01-20,EU,311,Basic,0,8.7,0,0.128,31.2,0.0,0,1.29,20.64,-4.0,7.98,1,20.14,1.292,0.0
user_00021,2025-01-21,EU,312,Basic,0,12.7,17,0.162,138.8,0.0,1,1.29,18.29,0.0,35.4,2,26.64,1.222,0.1225
user_00021,2025-01-22,EU,313,Basic,0,15.5,26,0.117,138.6,0.0,0,0.86,18.14,-3.0,38.62,3,20.59,1.284,0.1876
user_00021,2025-01-23,EU,314,Basic,0,12.1,8,0.07,65.4,7.6,0,0.57,16.96,-2.0,17.9,4,19.12,1.326,0.1223
user_00021,2025-01-24,EU,315,Basic,1,7.9,11,0.065,94.3,10.3,1,0.43,13.34,-1.0,24.04,0,27.09,1.311,0.1166
user_00021,2025-01-25,EU,316,Basic,0,4.2,14,0.223,33.1,0.4,0,0.43,9.73,0.0,11.66,1,44.68,1.351,0.4229
user_00021,2025-01-26,EU,317,Basic,1,15.0,9,0.146,102.1,0.0,0,0.29,10.87,-1.0,26.42,0,33.14,1.328,0.0881
user_00021,2025-01-27,EU,318,Basic,2,19.3,24,0.138,171.3,18.0,0,0.57,12.39,2.0,45.92,0,15.64,1.072,0.1401
user_00021,2025-01-28,EU,319,Basic,0,4.7,0,0.165,75.5,0.0,0,0.57,11.24,0.0,16.04,1,14.51,1.072,0.0
user_00021,2025-01-29,EU,320,Basic,2,14.2,26,0.112,94.4,13.4,0,0.86,11.06,2.0,30.12,0,18.07,0.949,0.2754
user_00021,2025-01-30,EU,321,Basic,1,8.9,4,0.05,46.0,9.3,0,1.0,10.6,1.0,12.48,0,16.98,0.893,0.087
user_00021,2025-01-31,EU,322,Basic,0,3.7,13,0.05,70.0,23.9,0,0.86,10.0,-1.0,18.64,1,8.76,0.842,0.1857
user_00021,2025-02-01,EU,323,Basic,1,1.0,0,0.08,17.5,14.1,0,1.0,9.54,1.0,4.0,0,-4.95,0.825,0.0
user_00021,2025-02-02,EU,324,Basic,0,4.0,3,0.05,37.0,2.8,0,0.86,7.97,-1.0,9.1,1,8.62,0.756,0.0811
user_00021,2025-02-03,EU,325,Basic,1,12.2,3,0.073,46.4,9.4,0,0.71,6.96,-1.0,12.92,0,31.87,0.745,0.0647
user_00021,2025-02-04,EU,326,Basic,1,15.6,22,0.05,121.4,23.6,0,0.86,8.51,1.0,34.3,0,19.54,0.726,0.1812
user_00021,2025-02-05,EU,327,Basic,1,7.1,19,0.072,80.2,19.3,0,0.71,7.5,-1.0,23.46,0,19.93,0.699,0.2369
user_00021,2025-02-06,EU,328,Basic,0,1.0,8,0.05,50.3,3.4,1,0.57,6.37,-1.0,12.66,1,18.31,0.699,0.159
user_00021,2025-02-07,EU,329,Basic,0,6.1,12,0.051,38.9,0.0,0,0.57,6.71,0.0,12.6,2,19.33,0.726,0.3085
user_00021,2025-02-08,EU,330,Basic,0,1.6,0,0.065,25.4,16.2,0,0.43,6.8,-1.0,5.4,3,16.35,0.726,0.0
user_00021,2025-02-09,EU,331,Basic,0,1.0,1,0.089,28.7,10.0,0,0.43,6.37,0.0,6.24,4,11.78,0.745,0.0348
user_00021,2025-02-10,EU,332,Basic,1,1.0,8,0.051,34.5,13.3,0,0.43,4.77,0.0,9.8,0,-0.56,0.646,0.2319
user_00021,2025-02-11,EU,333,Basic,0,1.0,6,0.111,0.0,0.0,0,0.29,2.69,-1.0,2.0,1,25.5,0.646,6000.0
user_00021,2025-02-12,EU,334,Basic,1,1.0,8,0.091,56.2,0.0,0,0.29,1.81,0.0,14.14,0,29.29,0.519,0.1423
user_00021,2025-02-13,EU,335,Basic,2,2.3,0,0.05,0.0,10.8,0,0.57,2.0,2.0,1.06,0,38.38,0.646,0.0
user_00021,2025-02-14,EU,336,Basic,0,3.1,2,0.05,43.5,3.8,0,0.57,1.57,0.0,9.92,1,38.38,0.646,0.046
user_00021,2025-02-15,EU,337,Basic,1,7.0,0,0.076,46.2,3.6,0,0.71,2.34,1.0,10.94,0,34.24,0.646,0.0
user_00021,2025-02-16,EU,338,Basic,1,1.0,13,0.05,18.9,1.0,0,0.86,2.34,1.0,8.18,0,31.5,0.633,0.6878
user_00021,2025-02-17,EU,339,Basic,1,18.5,3,0.05,130.9,10.2,0,0.86,4.84,0.0,31.08,0,14.93,0.633,0.0229
user_00021,2025-02-18,EU,340,Basic,0,1.0,0,0.05,33.9,9.8,1,0.86,4.84,0.0,6.98,1,-6.56,0.646,0.0
user_00021,2025-02-19,EU,341,Basic,0,1.0,11,0.105,70.6,0.0,0,0.71,4.84,-1.0,17.62,2,-15.44,0.65,0.1558
user_00021,2025-02-20,EU,342,Basic,0,14.7,14,0.05,113.9,7.6,0,0.43,6.61,-2.0,29.92,3,-38.22,0.65,0.1229
user_00021,2025-02-21,EU,343,Basic,0,12.9,0,0.101,13.6,0.0,0,0.43,8.01,0.0,5.3,4,-38.76,0.65,0.0
user_00021,2025-02-22,EU,344,Basic,0,4.7,4,0.05,15.9,1.1,0,0.29,7.69,-1.0,5.32,5,-31.74,0.65,0.2516
user_00021,2025-02-23,EU,345,Basic,0,1.0,0,0.106,0.0,3.2,0,0.14,7.69,-1.0,0.2,6,-26.49,0.65,0.0
user_00021,2025-02-24,EU,346,Basic,0,4.1,0,0.05,74.4,2.6,0,0.0,5.63,-1.0,15.7,7,-2.35,0.646,0.0
user_00021,2025-02-25,EU,347,Basic,0,1.0,2,0.05,61.8,0.3,0,0.0,5.63,0.0,13.16,8,-2.9,0.646,0.0324
user_00021,2025-02-26,EU,348,Basic,1,3.2,2,0.05,15.7,0.0,1,0.14,5.94,1.0,4.68,0,7.18,0.646,0.1274
user_00021,2025-02-27,EU,349,Basic,2,1.0,6,0.05,21.3,11.2,0,0.43,3.99,2.0,6.86,0,38.24,0.646,0.2817
user_00021,2025-02-28,EU,350,Basic,1,11.0,4,0.05,56.6,3.8,0,0.57,3.71,1.0,15.02,0,28.71,0.65,0.0707
user_00021,2025-03-01,EU,351,Basic,1,1.0,2,0.05,52.2,1.9,0,0.71,3.19,1.0,11.54,0,21.71,0.65,0.0383
user_00021,2025-03-02,EU,352,Basic,2,1.0,9,0.068,0.0,13.6,0,1.0,3.19,2.0,3.5,0,15.56,0.756,9000.0
user_00021,2025-03-03,EU,353,Basic,0,1.0,0,0.05,0.0,0.0,0,1.0,2.74,0.0,0.2,1,19.18,0.76,0.0
user_00021,2025-03-04,EU,354,Basic,0,10.6,7,0.05,70.4,4.9,0,1.0,4.11,0.0,18.3,2,18.41,0.76,0.0994
user_00021,2025-03-05,EU,355,Basic,0,1.0,0,0.067,0.2,5.7,1,0.86,3.8,-1.0,0.24,3,14.33,0.76,0.0
user_00021,2025-03-06,EU,356,Basic,0,3.9,0,0.05,18.4,0.0,0,0.57,4.21,-2.0,4.46,4,-1.95,0.76,0.0
user_00021,2025-03-07,EU,357,Basic,0,1.0,2,0.05,18.1,0.8,0,0.43,2.79,-1.0,4.42,5,17.64,0.76,0.1105
user_00021,2025-03-08,EU,358,Basic,0,5.0,1,0.069,28.3,12.4,0,0.29,3.36,-1.0,6.96,6,27.63,0.76,0.0353
user_00021,2025-03-09,EU,359,Basic,0,1.0,11,0.05,46.3,0.0,0,0.0,3.36,-2.0,12.76,7,19.63,0.76,0.2376
user_00021,2025-03-10,EU,360,Basic,0,1.0,0,0.05,82.3,0.0,0,0.0,3.36,0.0,16.66,8,-7.44,0.76,0.0
user_00021,2025-03-11,EU,361,Basic,0,7.6,0,0.05,7.4,23.1,0,0.0,2.93,0.0,3.0,9,10.68,0.76,0.0
user_00021,2025-03-12,EU,362,Basic,0,1.0,0,0.05,55.8,0.0,0,0.0,2.93,0.0,11.36,10,-3.44,0.756,0.0
user_00021,2025-03-13,EU,363,Basic,1,1.0,1,0.065,0.0,10.4,0,0.14,2.51,1.0,0.8,0,-2.47,0.633,1000.0
user_00021,2025-03-14,EU,364,Basic,0,1.0,7,0.05,15.9,0.0,1,0.14,2.51,0.0,5.48,1,-14.41,0.611,0.4402
user_00021,2025-03-15,EU,365,Basic,0,1.0,9,0.05,20.4,1.2,0,0.14,1.94,0.0,6.98,2,-19.93,0.579,0.4412
user_00021,2025-03-16,EU,366,Basic,1,10.5,14,0.075,88.8,13.7,0,0.29,3.3,1.0,24.36,0,-18.37,0.363,0.1577
user_00021,2025-03-17,EU,367,Basic,1,5.7,22,0.05,75.1,5.0,0,0.43,3.97,1.0,23.06,0,-8.1,0.426,0.2929
user_00021,2025-03-18,EU,368,Basic,1,1.0,4,0.05,32.9,0.0,0,0.57,3.03,1.0,8.28,0,-24.7,0.469,0.1216
user_00021,2025-03-19,EU,369,Basic,0,1.0,2,0.05,0.0,0.0,1,0.57,3.03,0.0,0.8,1,-7.84,0.469,2000.0
user_00021,2025-03-20,EU,370,Basic,1,1.0,0,0.065,64.7,0.0,0,0.57,3.03,0.0,13.44,0,-19.11,0.497,0.0
user_00021,2025-03-21,EU,371,Basic,0,1.0,3,0.084,0.0,12.3,0,0.57,3.03,0.0,1.1,1,-15.55,0.497,3000.0
user_00021,2025-03-22,EU,372,Basic,2,3.1,3,0.05,18.5,15.1,0,0.86,3.33,2.0,5.82,0,-14.8,0.65,0.1622
user_00021,2025-03-23,EU,373,Basic,0,1.0,0,0.05,0.0,0.0,0,0.71,1.97,-1.0,0.2,1,13.14,0.65,0.0
user_00021,2025-03-24,EU,374,Basic,0,1.0,3,0.091,8.6,0.0,0,0.57,1.3,-1.0,2.82,2,39.61,0.65,0.3488
user_00021,2025-03-25,EU,375,Basic,0,1.0,4,0.05,0.0,11.8,0,0.43,1.3,-1.0,1.4,3,51.69,0.65,4000.0
user_00021,2025-03-26,EU,376,Basic,0,1.0,0,0.05,0.0,0.0,0,0.43,1.3,0.0,0.2,4,47.27,0.65,0.0
user_00021,2025-03-27,EU,377,Basic,0,1.0,0,0.05,0.0,0.9,0,0.29,1.3,-1.0,0.2,5,75.06,0.646,0.0
user_00021,2025-03-28,EU,378,Basic,0,12.4,26,0.05,120.2,9.6,0,0.29,2.93,0.0,34.32,6,26.88,0.646,0.2163
user_00021,2025-03-29,EU,379,Basic,2,1.0,0,0.05,15.1,1.4,0,0.29,2.63,0.0,3.82,0,28.29,0.756,0.0
user_00021,2025-03-30,EU,380,Basic,0,3.5,0,0.05,50.9,9.0,0,0.29,2.99,0.0,10.88,1,-0.88,0.76,0.0
user_00021,2025-03-31,EU,381,Basic,1,22.1,29,0.05,158.0,9.5,0,0.43,6.0,1.0,45.02,0,-49.4,0.76,0.1835
user_00022,2025-01-01,US,603,Basic,4,70.3,51,0.589,494.8,34.3,0,4.0,70.3,0.0,129.52,0,0.0,0.0,0.1031
user_00022,2025-01-02,US,604,Basic,4,61.4,50,0.65,447.6,46.5,0,4.0,65.85,0.0,118.0,0,0.0,0.0,0.1117
user_00022,2025-01-03,US,605,Basic,5,60.0,59,0.698,499.6,27.9,0,4.33,63.9,0.0,131.12,0,0.0,0.0,0.1181
user_00022,2025-01-04,US,606,Basic,4,35.9,24,0.725,227.5,16.7,0,4.25,56.9,0.0,61.08,0,0.0,0.0,0.1055
user_00022,2025-01-05,US,607,Basic,3,36.2,33,0.748,223.3,13.3,0,4.0,52.76,0.0,62.7,0,0.0,0.707,0.1478
user_00022,2025-01-06,US,608,Basic,5,66.7,70,0.694,537.7,47.2,0,4.17,55.08,0.0,143.38,0,0.0,0.753,0.1302
user_00022,2025-01-07,US,609,Basic,4,51.0,46,0.694,338.2,35.9,0,4.14,54.5,0.0,92.84,0,0.0,0.69,0.136
user_00022,2025-01-08,US,610,Basic,4,52.5,53,0.67,429.8,32.2,0,4.14,51.96,0.0,113.56,0,3.08,0.641,0.1233
user_00022,2025-01-09,US,611,Basic,5,76.0,55,0.737,588.6,53.9,0,4.29,54.04,1.0,150.92,0,3.15,0.667,0.0934
user_00022,2025-01-10,US,612,Basic,5,55.0,48,0.641,379.7,50.4,0,4.29,53.33,0.0,102.84,0,6.05,0.675,0.1264
user_00022,2025-01-11,US,613,Basic,2,42.8,28,0.612,293.7,31.3,0,4.0,54.31,-2.0,76.3,0,1.3,0.944,0.0953
